,0
CP050392:CELGAMMM_00026,6053
CP050392:CELGAMMM_00027,6054
CP050392:CELGAMMM_00028,6055
CP050392:CELGAMMM_00029,6056
CP050392:CELGAMMM_00030,6057
CP050392:CELGAMMM_00031,6058
CP050392:CELGAMMM_00032,6059
CP050392:CELGAMMM_00033,6060
CP050392:CELGAMMM_00034,6061
CP050392:CELGAMMM_00035,6062
CP050392:CELGAMMM_00036,6063
CP050392:CELGAMMM_00037,6064
CP050392:CELGAMMM_00038,6065
CP050392:CELGAMMM_00039,6066
CP050392:CELGAMMM_00040,6067
CP050392:CELGAMMM_00041,6068
CP050392:CELGAMMM_00042,6069
CP050392:CELGAMMM_00043,6070
CP050392:CELGAMMM_00044,6071
CP050392:CELGAMMM_00045,6072
CP050392:CELGAMMM_00046,6073
CP050392:CELGAMMM_00047,6074
CP050392:CELGAMMM_00048,6075
CP050392:CELGAMMM_00049,6076
CP050392:CELGAMMM_00050,6077
CP050392:CELGAMMM_00051,6078
CP050392:CELGAMMM_00052,6079
CP050392:CELGAMMM_00053,6080
CP050392:CELGAMMM_00054,6081
CP050392:CELGAMMM_00055,6082
CP050392:CELGAMMM_00056,6083
CP050392:CELGAMMM_00057,6084
CP050392:CELGAMMM_00058,6085
CP050392:CELGAMMM_00059,6086
CP050392:CELGAMMM_00060,6087
CP050392:CELGAMMM_00061,6088
CP050392:CELGAMMM_00062,6089
CP050392:CELGAMMM_00063,6090
CP050392:CELGAMMM_00064,6091
CP050392:CELGAMMM_00065,6092
CP050392:CELGAMMM_00066,6093
CP050392:CELGAMMM_00067,6094
CP050392:CELGAMMM_00068,6095
CP050392:CELGAMMM_00069,6096
CP050392:CELGAMMM_00070,6097
CP050392:CELGAMMM_00071,6098
CP050392:CELGAMMM_00072,6099
CP050392:CELGAMMM_00073,6100
CP050392:CELGAMMM_00074,6101
CP050392:CELGAMMM_00075,6102
CP050392:CELGAMMM_00076,6103
CP050392:CELGAMMM_00077,6104
CP050392:CELGAMMM_00078,6105
CP050392:CELGAMMM_00079,6106
CP050392:CELGAMMM_00080,6107
CP050392:CELGAMMM_00081,6108
CP050392:CELGAMMM_00082,6109
CP050392:CELGAMMM_00083,6110
CP050392:CELGAMMM_00084,6111
CP050392:CELGAMMM_00085,6112
CP050392:CELGAMMM_00086,6113
CP050392:CELGAMMM_00087,6114
CP050392:CELGAMMM_00088,6115
CP050392:CELGAMMM_00089,6116
CP050392:CELGAMMM_00090,6117
CP050392:CELGAMMM_00091,6118
CP050392:CELGAMMM_00092,6119
CP050392:CELGAMMM_00093,6120
CP050392:CELGAMMM_00094,6121
CP050392:CELGAMMM_00095,6122
CP050392:CELGAMMM_00096,6123
CP050392:CELGAMMM_00097,6124
CP050392:CELGAMMM_00098,6125
CP050392:CP050392.1,6126
CP050404.1.gff,6127
CP050404:CP050404.1,6128
CP050404:IJJHFKKJ_00001,6129
CP050404:IJJHFKKJ_00002,6130
CP050404:IJJHFKKJ_00003,6131
CP050404:IJJHFKKJ_00004,6132
CP050404:IJJHFKKJ_00005,6133
CP050404:IJJHFKKJ_00006,6134
CP050404:IJJHFKKJ_00007,6135
CP050404:IJJHFKKJ_00008,6136
CP050404:IJJHFKKJ_00009,6137
CP050404:IJJHFKKJ_00010,6138
CP050404:IJJHFKKJ_00011,6139
CP050404:IJJHFKKJ_00012,6140
CP050404:IJJHFKKJ_00013,6141
CP050404:IJJHFKKJ_00014,6142
CP050404:IJJHFKKJ_00015,6143
CP050404:IJJHFKKJ_00016,6144
CP050404:IJJHFKKJ_00017,6145
CP050404:IJJHFKKJ_00018,6146
CP050404:IJJHFKKJ_00019,6147
CP050404:IJJHFKKJ_00020,6148
CP050404:IJJHFKKJ_00021,6149
CP050404:IJJHFKKJ_00022,6150
CP050404:IJJHFKKJ_00023,6151
CP050404:IJJHFKKJ_00024,6152
CP050404:IJJHFKKJ_00025,6153
CP050404:IJJHFKKJ_00026,6154
CP050404:IJJHFKKJ_00027,6155
CP050404:IJJHFKKJ_00028,6156
CP050404:IJJHFKKJ_00029,6157
CP050404:IJJHFKKJ_00030,6158
CP050404:IJJHFKKJ_00031,6159
CP050404:IJJHFKKJ_00032,6160
CP050404:IJJHFKKJ_00033,6161
CP050404:IJJHFKKJ_00034,6162
CP050404:IJJHFKKJ_00035,6163
CP050404:IJJHFKKJ_00036,6164
CP050404:IJJHFKKJ_00037,6165
CP050404:IJJHFKKJ_00038,6166
CP050404:IJJHFKKJ_00039,6167
CP050404:IJJHFKKJ_00040,6168
CP050404:IJJHFKKJ_00041,6169
CP050404:IJJHFKKJ_00042,6170
CP050404:IJJHFKKJ_00043,6171
CP050404:IJJHFKKJ_00044,6172
CP050404:IJJHFKKJ_00045,6173
CP050404:IJJHFKKJ_00046,6174
CP050404:IJJHFKKJ_00047,6175
CP050404:IJJHFKKJ_00048,6176
CP050404:IJJHFKKJ_00049,6177
CP050404:IJJHFKKJ_00050,6178
CP050404:IJJHFKKJ_00051,6179
CP050404:IJJHFKKJ_00052,6180
CP050404:IJJHFKKJ_00053,6181
CP050404:IJJHFKKJ_00054,6182
CP050404:IJJHFKKJ_00055,6183
CP050404:IJJHFKKJ_00056,6184
CP050404:IJJHFKKJ_00057,6185
CP050404:IJJHFKKJ_00058,6186
CP050404:IJJHFKKJ_00059,6187
CP050404:IJJHFKKJ_00060,6188
CP050404:IJJHFKKJ_00061,6189
CP050404:IJJHFKKJ_00062,6190
CP050404:IJJHFKKJ_00063,6191
CP050404:IJJHFKKJ_00064,6192
CP050404:IJJHFKKJ_00065,6193
CP050404:IJJHFKKJ_00066,6194
CP050404:IJJHFKKJ_00067,6195
CP050404:IJJHFKKJ_00068,6196
CP050404:IJJHFKKJ_00069,6197
CP050404:IJJHFKKJ_00070,6198
CP050404:IJJHFKKJ_00071,6199
CP050404:IJJHFKKJ_00072,6200
CP050404:IJJHFKKJ_00073,6201
CP050404:IJJHFKKJ_00074,6202
CP050404:IJJHFKKJ_00075,6203
CP050404:IJJHFKKJ_00076,6204
CP050404:IJJHFKKJ_00077,6205
CP050404:IJJHFKKJ_00078,6206
CP050404:IJJHFKKJ_00079,6207
CP050404:IJJHFKKJ_00080,6208
CP050404:IJJHFKKJ_00081,6209
CP050404:IJJHFKKJ_00082,6210
CP050404:IJJHFKKJ_00083,6211
CP050404:IJJHFKKJ_00084,6212
CP050404:IJJHFKKJ_00085,6213
CP050404:IJJHFKKJ_00086,6214
CP050404:IJJHFKKJ_00087,6215
CP050404:IJJHFKKJ_00088,6216
CP050404:IJJHFKKJ_00089,6217
CP050404:IJJHFKKJ_00090,6218
CP050404:IJJHFKKJ_00091,6219
CP050404:IJJHFKKJ_00092,6220
CP050404:IJJHFKKJ_00093,6221
CP050404:IJJHFKKJ_00094,6222
CP050404:IJJHFKKJ_00095,6223
CP050404:IJJHFKKJ_00096,6224
CP050404:IJJHFKKJ_00097,6225
CP050404:IJJHFKKJ_00098,6226
CP050404:IJJHFKKJ_00099,6227
CP050404:IJJHFKKJ_00100,6228
CP050404:IJJHFKKJ_00101,6229
CP050404:IJJHFKKJ_00102,6230
CP050404:IJJHFKKJ_00103,6231
CP050404:IJJHFKKJ_00104,6232
CP050404:IJJHFKKJ_00105,6233
CP050404:IJJHFKKJ_00106,6234
CP050404:IJJHFKKJ_00107,6235
CP050404:IJJHFKKJ_00108,6236
CP050404:IJJHFKKJ_00109,6237
CP050404:IJJHFKKJ_00110,6238
CP050404:IJJHFKKJ_00111,6239
CP050404:IJJHFKKJ_00112,6240
CP050404:IJJHFKKJ_00113,6241
CP050404:IJJHFKKJ_00114,6242
CP050404:IJJHFKKJ_00115,6243
CP050404:IJJHFKKJ_00116,6244
CP050404:IJJHFKKJ_00117,6245
CP050404:IJJHFKKJ_00118,6246
CP050404:IJJHFKKJ_00119,6247
CP050404:IJJHFKKJ_00120,6248
CP050404:IJJHFKKJ_00121,6249
CP050404:IJJHFKKJ_00122,6250
CP050404:IJJHFKKJ_00123,6251
CP050404:IJJHFKKJ_00124,6252
CP050413.1.gff,6253
CP050413:CP050413.1,6254
CP050413:GONEBIIG_00001,6255
CP050413:GONEBIIG_00002,6256
CP050413:GONEBIIG_00003,6257
CP050413:GONEBIIG_00004,6258
CP050413:GONEBIIG_00005,6259
CP050413:GONEBIIG_00006,6260
CP050413:GONEBIIG_00007,6261
CP050413:GONEBIIG_00008,6262
CP050413:GONEBIIG_00009,6263
CP050413:GONEBIIG_00010,6264
CP050413:GONEBIIG_00011,6265
CP050413:GONEBIIG_00012,6266
CP050413:GONEBIIG_00013,6267
CP050413:GONEBIIG_00014,6268
CP050413:GONEBIIG_00015,6269
CP050413:GONEBIIG_00016,6270
CP050413:GONEBIIG_00017,6271
CP050413:GONEBIIG_00018,6272
CP050413:GONEBIIG_00019,6273
CP050413:GONEBIIG_00020,6274
CP050413:GONEBIIG_00021,6275
CP050413:GONEBIIG_00022,6276
CP050413:GONEBIIG_00023,6277
CP050413:GONEBIIG_00024,6278
CP050413:GONEBIIG_00025,6279
CP050413:GONEBIIG_00026,6280
CP050413:GONEBIIG_00027,6281
CP050413:GONEBIIG_00028,6282
CP050413:GONEBIIG_00029,6283
CP050413:GONEBIIG_00030,6284
CP050413:GONEBIIG_00031,6285
CP050413:GONEBIIG_00032,6286
CP050413:GONEBIIG_00033,6287
CP050413:GONEBIIG_00034,6288
CP050413:GONEBIIG_00035,6289
CP050413:GONEBIIG_00036,6290
CP050413:GONEBIIG_00037,6291
CP050413:GONEBIIG_00038,6292
CP050413:GONEBIIG_00039,6293
CP050413:GONEBIIG_00040,6294
CP050413:GONEBIIG_00041,6295
CP050413:GONEBIIG_00042,6296
CP050413:GONEBIIG_00043,6297
CP050413:GONEBIIG_00044,6298
CP050413:GONEBIIG_00045,6299
CP050413:GONEBIIG_00046,6300
CP050413:GONEBIIG_00047,6301
CP050413:GONEBIIG_00048,6302
CP050413:GONEBIIG_00049,6303
CP050413:GONEBIIG_00050,6304
CP050413:GONEBIIG_00051,6305
CP050413:GONEBIIG_00052,6306
CP050413:GONEBIIG_00053,6307
CP050413:GONEBIIG_00054,6308
CP050413:GONEBIIG_00055,6309
CP050413:GONEBIIG_00056,6310
CP050413:GONEBIIG_00057,6311
CP050413:GONEBIIG_00058,6312
CP050413:GONEBIIG_00059,6313
CP050413:GONEBIIG_00060,6314
CP050413:GONEBIIG_00061,6315
CP050413:GONEBIIG_00062,6316
CP050413:GONEBIIG_00063,6317
CP050413:GONEBIIG_00064,6318
CP050413:GONEBIIG_00065,6319
CP050413:GONEBIIG_00066,6320
CP050413:GONEBIIG_00067,6321
CP050413:GONEBIIG_00068,6322
CP050413:GONEBIIG_00069,6323
CP050413:GONEBIIG_00070,6324
CP050413:GONEBIIG_00071,6325
CP050413:GONEBIIG_00072,6326
CP050413:GONEBIIG_00073,6327
CP050413:GONEBIIG_00074,6328
CP050413:GONEBIIG_00075,6329
CP050413:GONEBIIG_00076,6330
CP050413:GONEBIIG_00077,6331
CP050413:GONEBIIG_00078,6332
CP050413:GONEBIIG_00079,6333
CP050413:GONEBIIG_00080,6334
CP050413:GONEBIIG_00081,6335
CP050413:GONEBIIG_00082,6336
CP050413:GONEBIIG_00083,6337
CP050413:GONEBIIG_00084,6338
CP050413:GONEBIIG_00085,6339
CP050413:GONEBIIG_00086,6340
CP050413:GONEBIIG_00087,6341
CP050413:GONEBIIG_00088,6342
CP050413:GONEBIIG_00089,6343
CP050413:GONEBIIG_00090,6344
CP050413:GONEBIIG_00091,6345
CP050413:GONEBIIG_00092,6346
CP050413:GONEBIIG_00093,6347
CP050413:GONEBIIG_00094,6348
CP050413:GONEBIIG_00095,6349
CP050413:GONEBIIG_00096,6350
CP050909.1.gff,6351
CP050909:CP050909.1,6352
CP050909:IAGEECCO_00001,6353
CP050909:IAGEECCO_00002,6354
CP050909:IAGEECCO_00003,6355
CP050909:IAGEECCO_00004,6356
CP050909:IAGEECCO_00005,6357
CP050909:IAGEECCO_00006,6358
CP050909:IAGEECCO_00007,6359
CP050909:IAGEECCO_00008,6360
CP050909:IAGEECCO_00009,6361
CP050909:IAGEECCO_00010,6362
CP050909:IAGEECCO_00011,6363
CP050909:IAGEECCO_00012,6364
CP050909:IAGEECCO_00013,6365
CP050909:IAGEECCO_00014,6366
CP050909:IAGEECCO_00015,6367
CP050909:IAGEECCO_00016,6368
CP050909:IAGEECCO_00017,6369
CP050909:IAGEECCO_00018,6370
CP050909:IAGEECCO_00019,6371
CP050909:IAGEECCO_00020,6372
CP050909:IAGEECCO_00021,6373
CP050909:IAGEECCO_00022,6374
CP050909:IAGEECCO_00023,6375
CP050909:IAGEECCO_00024,6376
CP050909:IAGEECCO_00025,6377
CP050909:IAGEECCO_00026,6378
CP050909:IAGEECCO_00027,6379
CP050909:IAGEECCO_00028,6380
CP050909:IAGEECCO_00029,6381
CP050909:IAGEECCO_00030,6382
CP050909:IAGEECCO_00031,6383
CP050909:IAGEECCO_00032,6384
CP050909:IAGEECCO_00033,6385
CP050909:IAGEECCO_00034,6386
CP050909:IAGEECCO_00035,6387
CP050909:IAGEECCO_00036,6388
CP050909:IAGEECCO_00037,6389
CP050909:IAGEECCO_00038,6390
CP050909:IAGEECCO_00039,6391
CP050909:IAGEECCO_00040,6392
CP050909:IAGEECCO_00041,6393
CP050909:IAGEECCO_00042,6394
CP050909:IAGEECCO_00043,6395
CP050909:IAGEECCO_00044,6396
CP050909:IAGEECCO_00045,6397
CP050909:IAGEECCO_00046,6398
CP050909:IAGEECCO_00047,6399
CP050909:IAGEECCO_00048,6400
CP050909:IAGEECCO_00049,6401
CP050909:IAGEECCO_00050,6402
CP050909:IAGEECCO_00051,6403
CP050909:IAGEECCO_00052,6404
CP050909:IAGEECCO_00053,6405
CP050909:IAGEECCO_00054,6406
CP050909:IAGEECCO_00055,6407
CP050909:IAGEECCO_00056,6408
CP050909:IAGEECCO_00057,6409
CP050909:IAGEECCO_00058,6410
CP050909:IAGEECCO_00059,6411
CP050909:IAGEECCO_00060,6412
CP050909:IAGEECCO_00061,6413
CP050909:IAGEECCO_00062,6414
CP050909:IAGEECCO_00063,6415
CP050909:IAGEECCO_00064,6416
CP050909:IAGEECCO_00065,6417
CP050909:IAGEECCO_00066,6418
CP050909:IAGEECCO_00067,6419
CP050909:IAGEECCO_00068,6420
CP050909:IAGEECCO_00069,6421
CP050909:IAGEECCO_00070,6422
CP050909:IAGEECCO_00071,6423
CP050909:IAGEECCO_00072,6424
CP050909:IAGEECCO_00073,6425
CP050909:IAGEECCO_00074,6426
CP050909:IAGEECCO_00075,6427
CP050909:IAGEECCO_00076,6428
CP050909:IAGEECCO_00077,6429
CP050909:IAGEECCO_00078,6430
CP050909:IAGEECCO_00079,6431
CP050909:IAGEECCO_00080,6432
CP050909:IAGEECCO_00081,6433
CP050909:IAGEECCO_00082,6434
CP050909:IAGEECCO_00083,6435
CP050909:IAGEECCO_00084,6436
CP050909:IAGEECCO_00085,6437
CP050909:IAGEECCO_00086,6438
CP050909:IAGEECCO_00087,6439
CP050909:IAGEECCO_00088,6440
CP050909:IAGEECCO_00089,6441
CP050909:IAGEECCO_00090,6442
CP050909:IAGEECCO_00091,6443
CP050909:IAGEECCO_00092,6444
CP050909:IAGEECCO_00093,6445
CP050912.1.gff,6446
CP050912:CP050912.1,6447
CP050912:PIKHCCHJ_00001,6448
CP050912:PIKHCCHJ_00002,6449
CP050912:PIKHCCHJ_00003,6450
CP050912:PIKHCCHJ_00004,6451
CP050912:PIKHCCHJ_00005,6452
CP050912:PIKHCCHJ_00006,6453
CP050912:PIKHCCHJ_00007,6454
CP050912:PIKHCCHJ_00008,6455
CP050912:PIKHCCHJ_00009,6456
CP050912:PIKHCCHJ_00010,6457
CP050912:PIKHCCHJ_00011,6458
CP050912:PIKHCCHJ_00012,6459
CP050912:PIKHCCHJ_00013,6460
CP050912:PIKHCCHJ_00014,6461
CP050912:PIKHCCHJ_00015,6462
CP050912:PIKHCCHJ_00016,6463
CP050912:PIKHCCHJ_00017,6464
CP050912:PIKHCCHJ_00018,6465
CP050912:PIKHCCHJ_00019,6466
CP050912:PIKHCCHJ_00020,6467
CP050912:PIKHCCHJ_00021,6468
CP050912:PIKHCCHJ_00022,6469
CP050912:PIKHCCHJ_00023,6470
CP050912:PIKHCCHJ_00024,6471
CP050912:PIKHCCHJ_00025,6472
CP050912:PIKHCCHJ_00026,6473
CP050912:PIKHCCHJ_00027,6474
CP050912:PIKHCCHJ_00028,6475
CP050912:PIKHCCHJ_00029,6476
CP050912:PIKHCCHJ_00030,6477
CP050912:PIKHCCHJ_00031,6478
CP050912:PIKHCCHJ_00032,6479
CP050912:PIKHCCHJ_00033,6480
CP050912:PIKHCCHJ_00034,6481
CP050912:PIKHCCHJ_00035,6482
CP050912:PIKHCCHJ_00036,6483
CP050912:PIKHCCHJ_00037,6484
CP050912:PIKHCCHJ_00038,6485
CP050912:PIKHCCHJ_00039,6486
CP050912:PIKHCCHJ_00040,6487
CP050912:PIKHCCHJ_00041,6488
CP050912:PIKHCCHJ_00042,6489
CP050912:PIKHCCHJ_00043,6490
CP050912:PIKHCCHJ_00044,6491
CP050912:PIKHCCHJ_00045,6492
CP050912:PIKHCCHJ_00046,6493
CP050912:PIKHCCHJ_00047,6494
CP050912:PIKHCCHJ_00048,6495
CP050912:PIKHCCHJ_00049,6496
CP050912:PIKHCCHJ_00050,6497
CP050912:PIKHCCHJ_00051,6498
CP050912:PIKHCCHJ_00052,6499
CP050912:PIKHCCHJ_00053,6500
CP050912:PIKHCCHJ_00054,6501
CP050912:PIKHCCHJ_00055,6502
CP050912:PIKHCCHJ_00056,6503
CP050912:PIKHCCHJ_00057,6504
CP050912:PIKHCCHJ_00058,6505
CP050912:PIKHCCHJ_00059,6506
CP050912:PIKHCCHJ_00060,6507
CP050912:PIKHCCHJ_00061,6508
CP050912:PIKHCCHJ_00062,6509
CP050912:PIKHCCHJ_00063,6510
CP050912:PIKHCCHJ_00064,6511
CP050912:PIKHCCHJ_00065,6512
CP050912:PIKHCCHJ_00066,6513
CP050912:PIKHCCHJ_00067,6514
CP050912:PIKHCCHJ_00068,6515
CP050912:PIKHCCHJ_00069,6516
CP050912:PIKHCCHJ_00070,6517
CP050912:PIKHCCHJ_00071,6518
CP050912:PIKHCCHJ_00072,6519
CP050912:PIKHCCHJ_00073,6520
CP050912:PIKHCCHJ_00074,6521
CP050912:PIKHCCHJ_00075,6522
CP050912:PIKHCCHJ_00076,6523
CP050912:PIKHCCHJ_00077,6524
CP050912:PIKHCCHJ_00078,6525
CP050912:PIKHCCHJ_00079,6526
CP050912:PIKHCCHJ_00080,6527
CP050912:PIKHCCHJ_00081,6528
CP050912:PIKHCCHJ_00082,6529
CP050912:PIKHCCHJ_00083,6530
CP050912:PIKHCCHJ_00084,6531
CP050912:PIKHCCHJ_00085,6532
CP050912:PIKHCCHJ_00086,6533
CP050912:PIKHCCHJ_00087,6534
CP050912:PIKHCCHJ_00088,6535
CP050912:PIKHCCHJ_00089,6536
CP050912:PIKHCCHJ_00090,6537
CP050912:PIKHCCHJ_00091,6538
CP050912:PIKHCCHJ_00092,6539
CP050912:PIKHCCHJ_00093,6540
CP050915.1.gff,6541
CP050915:CP050915.1,6542
CP050915:IEIFKCDJ_00001,6543
CP050915:IEIFKCDJ_00002,6544
CP050915:IEIFKCDJ_00003,6545
CP050915:IEIFKCDJ_00004,6546
CP050915:IEIFKCDJ_00005,6547
CP050915:IEIFKCDJ_00006,6548
CP050915:IEIFKCDJ_00007,6549
CP050915:IEIFKCDJ_00008,6550
CP050915:IEIFKCDJ_00009,6551
CP050915:IEIFKCDJ_00010,6552
CP050915:IEIFKCDJ_00011,6553
CP050915:IEIFKCDJ_00012,6554
CP050915:IEIFKCDJ_00013,6555
CP050915:IEIFKCDJ_00014,6556
CP050915:IEIFKCDJ_00015,6557
CP050915:IEIFKCDJ_00016,6558
CP050915:IEIFKCDJ_00017,6559
CP050915:IEIFKCDJ_00018,6560
CP050915:IEIFKCDJ_00019,6561
CP050915:IEIFKCDJ_00020,6562
CP050915:IEIFKCDJ_00021,6563
CP050915:IEIFKCDJ_00022,6564
CP050915:IEIFKCDJ_00023,6565
CP050915:IEIFKCDJ_00024,6566
CP050915:IEIFKCDJ_00025,6567
CP050915:IEIFKCDJ_00026,6568
CP050915:IEIFKCDJ_00027,6569
CP050915:IEIFKCDJ_00028,6570
CP050915:IEIFKCDJ_00029,6571
CP050915:IEIFKCDJ_00030,6572
CP050915:IEIFKCDJ_00031,6573
CP050915:IEIFKCDJ_00032,6574
CP050915:IEIFKCDJ_00033,6575
CP050915:IEIFKCDJ_00034,6576
CP050915:IEIFKCDJ_00035,6577
CP050915:IEIFKCDJ_00036,6578
CP050915:IEIFKCDJ_00037,6579
CP050915:IEIFKCDJ_00038,6580
CP050915:IEIFKCDJ_00039,6581
CP050915:IEIFKCDJ_00040,6582
CP050915:IEIFKCDJ_00041,6583
CP050915:IEIFKCDJ_00042,6584
CP050915:IEIFKCDJ_00043,6585
CP050915:IEIFKCDJ_00044,6586
CP050915:IEIFKCDJ_00045,6587
CP050915:IEIFKCDJ_00046,6588
CP050915:IEIFKCDJ_00047,6589
CP050915:IEIFKCDJ_00048,6590
CP050915:IEIFKCDJ_00049,6591
CP050915:IEIFKCDJ_00050,6592
CP050915:IEIFKCDJ_00051,6593
CP050915:IEIFKCDJ_00052,6594
CP050915:IEIFKCDJ_00053,6595
CP050915:IEIFKCDJ_00054,6596
CP050915:IEIFKCDJ_00055,6597
CP050915:IEIFKCDJ_00056,6598
CP050915:IEIFKCDJ_00057,6599
CP050915:IEIFKCDJ_00058,6600
CP050915:IEIFKCDJ_00059,6601
CP050915:IEIFKCDJ_00060,6602
CP050915:IEIFKCDJ_00061,6603
CP050915:IEIFKCDJ_00062,6604
CP050915:IEIFKCDJ_00063,6605
CP050915:IEIFKCDJ_00064,6606
CP050915:IEIFKCDJ_00065,6607
CP050915:IEIFKCDJ_00066,6608
CP050915:IEIFKCDJ_00067,6609
CP050915:IEIFKCDJ_00068,6610
CP050915:IEIFKCDJ_00069,6611
CP050915:IEIFKCDJ_00070,6612
CP050915:IEIFKCDJ_00071,6613
CP050915:IEIFKCDJ_00072,6614
CP050915:IEIFKCDJ_00073,6615
CP050915:IEIFKCDJ_00074,6616
CP050915:IEIFKCDJ_00075,6617
CP050915:IEIFKCDJ_00076,6618
CP050915:IEIFKCDJ_00077,6619
CP050915:IEIFKCDJ_00078,6620
CP050915:IEIFKCDJ_00079,6621
CP050915:IEIFKCDJ_00080,6622
CP050915:IEIFKCDJ_00081,6623
CP050915:IEIFKCDJ_00082,6624
CP050915:IEIFKCDJ_00083,6625
CP050915:IEIFKCDJ_00084,6626
CP050915:IEIFKCDJ_00085,6627
CP050915:IEIFKCDJ_00086,6628
CP050915:IEIFKCDJ_00087,6629
CP050915:IEIFKCDJ_00088,6630
CP050915:IEIFKCDJ_00089,6631
CP050915:IEIFKCDJ_00090,6632
CP050915:IEIFKCDJ_00091,6633
CP050915:IEIFKCDJ_00092,6634
CP050915:IEIFKCDJ_00093,6635
CP050915:IEIFKCDJ_00094,6636
CP050915:IEIFKCDJ_00095,6637
CP050915:IEIFKCDJ_00096,6638
CP050915:IEIFKCDJ_00097,6639
CP050915:IEIFKCDJ_00098,6640
CP050915:IEIFKCDJ_00099,6641
CP050915:IEIFKCDJ_00100,6642
CP050915:IEIFKCDJ_00101,6643
CP050915:IEIFKCDJ_00102,6644
CP050915:IEIFKCDJ_00103,6645
CP050915:IEIFKCDJ_00104,6646
CP050915:IEIFKCDJ_00105,6647
CP050915:IEIFKCDJ_00106,6648
CP050915:IEIFKCDJ_00107,6649
CP050915:IEIFKCDJ_00108,6650
CP050915:IEIFKCDJ_00109,6651
CP050915:IEIFKCDJ_00110,6652
CP050915:IEIFKCDJ_00111,6653
CP050915:IEIFKCDJ_00112,6654
CP050917.1.gff,6655
CP050917:CP050917.1,6656
CP050917:DKABICOP_00001,6657
CP050917:DKABICOP_00002,6658
CP050917:DKABICOP_00003,6659
CP050917:DKABICOP_00004,6660
CP050917:DKABICOP_00005,6661
CP050917:DKABICOP_00006,6662
CP050917:DKABICOP_00007,6663
CP050917:DKABICOP_00008,6664
CP050917:DKABICOP_00009,6665
CP050917:DKABICOP_00010,6666
CP050917:DKABICOP_00011,6667
CP050917:DKABICOP_00012,6668
CP050917:DKABICOP_00013,6669
CP050917:DKABICOP_00014,6670
CP050917:DKABICOP_00015,6671
CP050917:DKABICOP_00016,6672
CP050917:DKABICOP_00017,6673
CP050917:DKABICOP_00018,6674
CP050917:DKABICOP_00019,6675
CP050917:DKABICOP_00020,6676
CP050917:DKABICOP_00021,6677
CP050917:DKABICOP_00022,6678
CP050917:DKABICOP_00023,6679
CP050917:DKABICOP_00024,6680
CP050917:DKABICOP_00025,6681
CP050917:DKABICOP_00026,6682
CP050917:DKABICOP_00027,6683
CP050917:DKABICOP_00028,6684
CP050917:DKABICOP_00029,6685
CP050917:DKABICOP_00030,6686
CP050917:DKABICOP_00031,6687
CP050917:DKABICOP_00032,6688
CP050917:DKABICOP_00033,6689
CP050917:DKABICOP_00034,6690
CP050917:DKABICOP_00035,6691
CP050917:DKABICOP_00036,6692
CP050917:DKABICOP_00037,6693
CP050917:DKABICOP_00038,6694
CP050917:DKABICOP_00039,6695
CP050917:DKABICOP_00040,6696
CP050917:DKABICOP_00041,6697
CP050917:DKABICOP_00042,6698
CP050917:DKABICOP_00043,6699
CP050917:DKABICOP_00044,6700
CP050917:DKABICOP_00045,6701
CP050917:DKABICOP_00046,6702
CP050917:DKABICOP_00047,6703
CP050917:DKABICOP_00048,6704
CP050917:DKABICOP_00049,6705
CP050917:DKABICOP_00050,6706
CP050917:DKABICOP_00051,6707
CP050917:DKABICOP_00052,6708
CP050917:DKABICOP_00053,6709
CP050917:DKABICOP_00054,6710
CP050917:DKABICOP_00055,6711
CP050917:DKABICOP_00056,6712
CP050917:DKABICOP_00057,6713
CP050917:DKABICOP_00058,6714
CP050917:DKABICOP_00059,6715
CP050917:DKABICOP_00060,6716
CP050917:DKABICOP_00061,6717
CP050917:DKABICOP_00062,6718
CP050917:DKABICOP_00063,6719
CP050917:DKABICOP_00064,6720
CP050917:DKABICOP_00065,6721
CP050917:DKABICOP_00066,6722
CP050917:DKABICOP_00067,6723
CP050917:DKABICOP_00068,6724
CP050917:DKABICOP_00069,6725
CP050917:DKABICOP_00070,6726
CP050917:DKABICOP_00071,6727
CP050917:DKABICOP_00072,6728
CP050917:DKABICOP_00073,6729
CP050917:DKABICOP_00074,6730
CP050917:DKABICOP_00075,6731
CP050917:DKABICOP_00076,6732
CP050917:DKABICOP_00077,6733
CP050917:DKABICOP_00078,6734
CP050917:DKABICOP_00079,6735
CP050917:DKABICOP_00080,6736
CP050917:DKABICOP_00081,6737
CP050917:DKABICOP_00082,6738
CP050917:DKABICOP_00083,6739
CP050917:DKABICOP_00084,6740
CP050917:DKABICOP_00085,6741
CP050917:DKABICOP_00086,6742
CP050917:DKABICOP_00087,6743
CP050917:DKABICOP_00088,6744
CP050917:DKABICOP_00089,6745
CP050917:DKABICOP_00090,6746
CP050917:DKABICOP_00091,6747
CP050917:DKABICOP_00092,6748
CP050917:DKABICOP_00093,6749
CP052249.1.gff,6750
CP052249:ALLOHCHI_00001,6751
CP052249:ALLOHCHI_00002,6752
CP052249:ALLOHCHI_00003,6753
CP052249:ALLOHCHI_00004,6754
CP052249:ALLOHCHI_00005,6755
CP052249:ALLOHCHI_00006,6756
CP052249:ALLOHCHI_00007,6757
CP052249:ALLOHCHI_00008,6758
CP052249:ALLOHCHI_00009,6759
CP052249:ALLOHCHI_00010,6760
CP052249:ALLOHCHI_00011,6761
CP052249:ALLOHCHI_00012,6762
